job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI04060,nlp engineer,105000,EUR,SE,PT,Netherlands,S,Netherlands,0,"SQL, Java, Azure, Linux, GCP",Bachelor,7,consulting,2024-10-09,2024-11-29,1645,8.3,Neural Networks Co
AI04061,deep learning engineer,61941,GBP,EN,FT,United Kingdom,S,France,50,"Git, PyTorch, Tableau, Computer Vision",PhD,0,manufacturing,2025-04-06,2025-05-10,1403,7.3,Future Systems
AI04062,nlp engineer,151728,EUR,SE,PT,Netherlands,M,Netherlands,0,"Python, Mathematics, Computer Vision",PhD,7,media,2024-11-04,2024-12-07,801,8.5,Techcorp Inc
AI04063,ai specialist,295748,USD,EX,FT,Denmark,L,Denmark,0,"Git, Computer Vision, Kubernetes, Python",Associate,12,transportation,2024-01-05,2024-02-24,706,9.7,Quantum Computing Inc
AI04064,deep learning engineer,84717,USD,SE,FT,India,L,India,100,"AWS, GCP, PyTorch",Master,6,transportation,2024-09-16,2024-11-22,1509,5.6,Ai Innovations
AI04065,robotics engineer,146810,USD,SE,CT,Switzerland,M,Switzerland,50,"Docker, Git, AWS, Mathematics",Master,9,finance,2024-01-24,2024-02-23,711,7.9,Deeptech Ventures
AI04066,data engineer,74226,USD,EN,PT,Singapore,S,Singapore,100,"Scala, Python, NLP, Deep Learning, Hadoop",Bachelor,0,automotive,2024-06-23,2024-07-26,842,5.7,Algorithmic Solutions
AI04067,data analyst,157401,USD,EX,FT,India,M,Finland,50,"Java, SQL, Kubernetes",Associate,15,real estate,2025-03-02,2025-04-22,1880,9.8,Future Systems
AI04068,machine learning engineer,55862,USD,EN,CT,Israel,L,India,0,"Hadoop, Deep Learning, Mathematics, AWS",Master,0,automotive,2025-04-04,2025-06-15,1369,6.9,Quantum Computing Inc
AI04069,ai research scientist,98251,GBP,SE,CT,United Kingdom,S,United Kingdom,0,"SQL, Scala, Python",PhD,5,retail,2024-10-16,2024-11-18,728,6.0,Autonomous Tech
AI04070,robotics engineer,116626,EUR,MI,PT,Netherlands,M,China,50,"Python, TensorFlow, Azure, Git, Scala",Associate,4,government,2025-02-22,2025-04-07,1367,7.4,Smart Analytics
AI04071,ai research scientist,117691,EUR,EX,PT,France,S,France,100,"Python, Statistics, TensorFlow, Hadoop, Azure",Associate,15,government,2024-02-27,2024-03-29,1951,7.8,Autonomous Tech
AI04072,nlp engineer,90431,USD,MI,CT,Singapore,L,Norway,0,"Computer Vision, TensorFlow, Data Visualization, Scala",Master,4,gaming,2024-01-12,2024-03-20,2476,6.8,Deeptech Ventures
AI04073,autonomous systems engineer,60456,USD,MI,FT,Finland,S,South Korea,0,"PyTorch, Kubernetes, Computer Vision",Master,2,healthcare,2024-02-25,2024-03-28,1623,8.5,Digital Transformation Llc
AI04074,ai product manager,225000,USD,EX,FL,Singapore,S,Singapore,100,"Deep Learning, Spark, TensorFlow, Statistics",PhD,12,media,2025-01-05,2025-03-13,771,7.3,Ai Innovations
AI04075,ml ops engineer,118733,USD,SE,PT,Sweden,L,Sweden,100,"Python, TensorFlow, Mathematics, AWS, PyTorch",PhD,6,media,2025-04-21,2025-05-30,1311,8.1,Predictive Systems
AI04076,nlp engineer,124660,EUR,MI,FT,Germany,L,Australia,50,"Deep Learning, Git, Linux, SQL",PhD,2,real estate,2025-01-23,2025-03-30,1477,5.3,Predictive Systems
AI04077,autonomous systems engineer,106863,USD,SE,FT,Sweden,M,Sweden,50,"Spark, Java, Python, MLOps",Associate,6,manufacturing,2025-04-05,2025-05-18,1936,9.6,Autonomous Tech
AI04078,ai specialist,54696,USD,MI,FT,Israel,S,Israel,0,"Java, Deep Learning, Python, Git",Master,2,gaming,2025-01-23,2025-04-02,1906,8.5,Cloud Ai Solutions
AI04079,machine learning engineer,153932,USD,EX,FT,Singapore,M,Singapore,100,"Tableau, R, PyTorch",PhD,11,automotive,2024-09-30,2024-11-11,1755,7.6,Smart Analytics
AI04080,ai research scientist,109584,USD,EX,FL,India,S,India,0,"Java, SQL, Scala, Computer Vision",PhD,12,government,2024-11-09,2024-12-21,2382,7.8,Quantum Computing Inc
AI04081,data scientist,44064,USD,EN,CT,Austria,M,Sweden,0,"PyTorch, TensorFlow, Tableau, Deep Learning, SQL",PhD,1,real estate,2024-04-12,2024-05-28,672,6.9,Digital Transformation Llc
AI04082,data engineer,154618,USD,EX,CT,Singapore,S,France,0,"Tableau, Java, Linux, Computer Vision",Bachelor,18,energy,2025-01-24,2025-02-18,2257,5.2,Cloud Ai Solutions
AI04083,ai software engineer,148050,USD,SE,PT,United States,L,Israel,50,"AWS, Kubernetes, Hadoop, Data Visualization",Bachelor,7,education,2024-01-24,2024-03-20,2470,5.6,Quantum Computing Inc
AI04084,ml ops engineer,141704,USD,EX,PT,Japan,L,Japan,0,"SQL, PyTorch, NLP, Computer Vision, Data Visualization",Bachelor,18,energy,2025-04-29,2025-05-21,2155,7.7,Cloud Ai Solutions
AI04085,ml ops engineer,171916,USD,SE,FL,Norway,M,Norway,50,"Mathematics, Python, NLP",Associate,9,transportation,2024-07-07,2024-08-07,822,5.0,Deeptech Ventures
AI04086,ml ops engineer,302743,USD,EX,FL,Norway,L,Norway,100,"Tableau, Kubernetes, Deep Learning, Computer Vision",Bachelor,10,education,2024-07-13,2024-09-02,698,9.3,Machine Intelligence Group
AI04087,data scientist,56585,USD,MI,FL,Austria,M,India,50,"Deep Learning, R, PyTorch, Scala",Master,3,healthcare,2024-11-28,2025-02-09,2167,10.0,Advanced Robotics
AI04088,machine learning engineer,58911,USD,EN,FL,Israel,L,Israel,50,"Spark, Hadoop, Deep Learning, Java, R",PhD,1,healthcare,2024-05-10,2024-07-01,2154,9.3,Algorithmic Solutions
AI04089,ai software engineer,130433,GBP,SE,FL,United Kingdom,M,France,50,"Spark, Git, Computer Vision",Master,7,healthcare,2024-12-22,2025-01-08,1424,9.9,Predictive Systems
AI04090,ai architect,117809,USD,MI,FT,Singapore,L,Australia,50,"Scala, Linux, SQL, NLP",Associate,2,retail,2024-07-02,2024-08-14,2274,7.4,Cognitive Computing
AI04091,ai architect,70013,USD,SE,FT,Austria,S,Ireland,50,"Docker, Python, Data Visualization, Mathematics",Master,7,media,2024-06-29,2024-08-10,1693,5.4,Cloud Ai Solutions
AI04092,nlp engineer,97082,USD,MI,PT,Denmark,S,Denmark,100,"Data Visualization, TensorFlow, PyTorch, GCP, AWS",Associate,2,finance,2024-05-20,2024-07-13,741,9.7,Future Systems
AI04093,ai specialist,116402,USD,MI,PT,Denmark,S,Switzerland,0,"Hadoop, GCP, NLP, Scala",Associate,3,government,2024-09-26,2024-12-02,2268,6.4,Cognitive Computing
AI04094,autonomous systems engineer,128377,EUR,EX,FT,France,M,France,0,"Linux, Computer Vision, AWS, PyTorch",PhD,11,media,2024-01-29,2024-03-29,932,8.0,Neural Networks Co
AI04095,research scientist,138168,USD,SE,FT,Canada,M,Canada,50,"Deep Learning, Statistics, TensorFlow, Python, Azure",Master,7,education,2024-06-29,2024-08-15,2251,9.5,Machine Intelligence Group
AI04096,autonomous systems engineer,146517,USD,EX,FL,Finland,L,Finland,0,"Java, Python, TensorFlow",Bachelor,17,telecommunications,2024-11-23,2024-12-17,2320,6.8,Quantum Computing Inc
AI04097,data engineer,150472,USD,EX,FL,Ireland,L,Ireland,0,"Tableau, Mathematics, Linux, TensorFlow",Master,13,gaming,2024-06-28,2024-09-06,1189,8.1,Predictive Systems
AI04098,ai research scientist,162363,USD,MI,CT,Denmark,L,China,0,"Deep Learning, PyTorch, Mathematics, Docker, TensorFlow",Associate,4,telecommunications,2024-02-06,2024-03-27,1431,6.6,Ai Innovations
AI04099,ml ops engineer,291682,USD,EX,FT,Switzerland,S,Switzerland,100,"Python, Kubernetes, NLP, Scala",Master,10,transportation,2025-01-30,2025-03-12,2497,5.1,Quantum Computing Inc
AI04100,research scientist,60399,USD,MI,CT,Finland,S,Finland,0,"R, PyTorch, Docker, Deep Learning, GCP",Bachelor,2,healthcare,2024-03-29,2024-05-18,2008,8.9,Machine Intelligence Group
AI04101,research scientist,134147,EUR,MI,FT,Netherlands,L,Netherlands,0,"Docker, Python, TensorFlow",Associate,4,manufacturing,2024-06-14,2024-08-16,1163,6.2,Digital Transformation Llc
AI04102,deep learning engineer,213831,USD,EX,CT,Norway,S,Norway,0,"PyTorch, Git, R, Spark, TensorFlow",PhD,10,gaming,2024-07-23,2024-09-24,1719,8.7,Advanced Robotics
AI04103,data scientist,175537,USD,SE,CT,United States,L,South Korea,100,"AWS, NLP, Scala, PyTorch",Master,5,telecommunications,2024-08-12,2024-09-22,2099,8.8,Algorithmic Solutions
AI04104,ai software engineer,209054,GBP,EX,FT,United Kingdom,S,United Kingdom,0,"NLP, AWS, Scala",Associate,13,finance,2025-01-28,2025-03-14,1329,6.1,Digital Transformation Llc
AI04105,data engineer,44161,USD,EN,FL,Austria,M,Austria,50,"Git, Hadoop, Python, MLOps, Docker",Associate,0,transportation,2025-02-27,2025-05-01,923,6.2,Machine Intelligence Group
AI04106,data analyst,79394,USD,MI,FL,Canada,M,Canada,50,"Kubernetes, SQL, NLP, Git, Deep Learning",PhD,4,telecommunications,2024-12-31,2025-01-17,1565,9.9,Digital Transformation Llc
AI04107,ai research scientist,138801,USD,EX,FL,China,M,Netherlands,50,"NLP, Hadoop, Azure",PhD,12,telecommunications,2024-11-02,2024-12-17,1218,6.6,Advanced Robotics
AI04108,deep learning engineer,158986,USD,EX,PT,Israel,L,Israel,0,"Java, Azure, Python",Associate,16,transportation,2024-09-25,2024-12-02,1958,5.2,Digital Transformation Llc
AI04109,ai specialist,74752,USD,MI,FL,Canada,M,Canada,0,"Hadoop, Deep Learning, Linux, Statistics, Java",Bachelor,2,manufacturing,2025-02-18,2025-03-15,736,5.6,Ai Innovations
AI04110,ai consultant,91435,EUR,EN,FL,Netherlands,L,Denmark,100,"Python, Linux, Tableau, MLOps",Associate,1,telecommunications,2024-07-28,2024-09-06,1244,7.8,Techcorp Inc
AI04111,computer vision engineer,236163,USD,EX,PT,Singapore,L,Singapore,100,"Deep Learning, SQL, R, Statistics, GCP",PhD,10,technology,2024-09-19,2024-10-11,1607,9.8,Ai Innovations
AI04112,ml ops engineer,80277,USD,SE,CT,China,M,China,0,"Linux, GCP, Scala, MLOps, Git",Associate,7,energy,2024-06-24,2024-07-21,1992,5.9,Cloud Ai Solutions
AI04113,data engineer,139450,USD,MI,FL,Switzerland,M,Switzerland,0,"SQL, Docker, Kubernetes, Scala, PyTorch",PhD,2,transportation,2024-05-13,2024-06-10,547,8.5,Neural Networks Co
AI04114,ai specialist,43832,USD,EN,CT,Austria,L,Austria,0,"Python, TensorFlow, Java, Data Visualization",PhD,1,automotive,2024-05-17,2024-06-27,2117,8.5,Smart Analytics
AI04115,ai consultant,118126,USD,MI,FL,Denmark,M,Canada,0,"Tableau, PyTorch, Hadoop, TensorFlow, Kubernetes",Bachelor,4,manufacturing,2025-02-03,2025-04-05,1147,9.4,Cloud Ai Solutions
AI04116,data analyst,91598,USD,SE,FL,China,L,China,100,"Mathematics, Spark, R",PhD,7,technology,2025-03-04,2025-05-06,1510,6.9,Datavision Ltd
AI04117,principal data scientist,49093,USD,MI,PT,China,S,China,100,"GCP, Kubernetes, R, Python, MLOps",Associate,3,technology,2024-08-25,2024-10-27,2030,7.0,Cognitive Computing
AI04118,ai research scientist,200801,USD,EX,CT,Singapore,S,Singapore,50,"TensorFlow, Mathematics, SQL, Deep Learning",Bachelor,11,consulting,2024-02-07,2024-03-07,2078,5.1,Quantum Computing Inc
AI04119,head of ai,110892,GBP,MI,FT,United Kingdom,M,United Kingdom,0,"AWS, SQL, Deep Learning, MLOps, Git",Bachelor,4,consulting,2024-12-24,2025-03-07,1552,7.9,Cognitive Computing
AI04120,ai consultant,69660,GBP,EN,FT,United Kingdom,S,United Kingdom,50,"Hadoop, Kubernetes, AWS, Java",Master,1,real estate,2024-10-04,2024-11-17,726,9.8,Future Systems
AI04121,robotics engineer,93554,USD,EN,PT,Denmark,L,Denmark,50,"Computer Vision, Hadoop, Kubernetes, Azure, Linux",Bachelor,1,real estate,2025-02-11,2025-04-07,2343,8.7,Advanced Robotics
AI04122,ai software engineer,78558,USD,SE,FL,Finland,M,Finland,0,"Data Visualization, Java, Python, Computer Vision, Docker",Master,9,automotive,2024-12-30,2025-01-13,1368,6.7,Autonomous Tech
AI04123,nlp engineer,100426,USD,EX,CT,Japan,S,Japan,100,"MLOps, GCP, R, Java, Deep Learning",Bachelor,10,healthcare,2024-12-09,2024-12-24,1307,7.3,Machine Intelligence Group
AI04124,head of ai,91247,EUR,SE,PT,France,S,Singapore,100,"SQL, AWS, Data Visualization, Scala",Master,5,media,2024-10-06,2024-11-02,1177,6.9,Deeptech Ventures
AI04125,ml ops engineer,149180,USD,SE,CT,Denmark,M,Denmark,50,"Python, Git, Data Visualization, Tableau, SQL",Bachelor,5,manufacturing,2024-07-16,2024-09-13,584,6.4,Deeptech Ventures
AI04126,research scientist,149341,USD,SE,FT,United States,M,Germany,0,"Git, SQL, Docker, GCP, AWS",PhD,8,consulting,2024-07-31,2024-09-03,651,8.4,Advanced Robotics
AI04127,principal data scientist,91850,USD,SE,CT,Austria,M,Austria,100,"Deep Learning, PyTorch, SQL, Tableau, GCP",PhD,9,consulting,2025-03-21,2025-04-24,2287,8.0,Digital Transformation Llc
AI04128,head of ai,164183,USD,EX,FT,Sweden,S,Sweden,100,"Kubernetes, Computer Vision, TensorFlow, Docker, Azure",Bachelor,12,real estate,2025-04-24,2025-05-10,1495,7.1,Neural Networks Co
AI04129,ai consultant,112532,EUR,SE,FL,Germany,M,Japan,50,"Python, R, Tableau",Associate,6,consulting,2024-10-02,2024-10-22,961,7.2,Ai Innovations
AI04130,robotics engineer,95066,EUR,SE,FL,Germany,S,Germany,0,"TensorFlow, Docker, Python",Bachelor,7,consulting,2024-12-02,2025-01-24,1391,9.4,Digital Transformation Llc
AI04131,ml ops engineer,123597,USD,MI,PT,Sweden,L,Sweden,100,"Java, Scala, MLOps, Computer Vision",Bachelor,2,retail,2024-04-13,2024-05-20,827,5.8,Neural Networks Co
AI04132,head of ai,47273,USD,EN,FT,Israel,S,Sweden,50,"Python, Deep Learning, Tableau, MLOps",Bachelor,0,media,2025-03-18,2025-05-17,2123,7.2,Smart Analytics
AI04133,data analyst,53775,USD,MI,FT,Austria,S,Israel,50,"GCP, Scala, Java, Data Visualization, Python",Associate,3,real estate,2024-02-07,2024-04-02,935,9.8,Ai Innovations
AI04134,autonomous systems engineer,82315,USD,SE,CT,Austria,S,Austria,0,"Tableau, Linux, Docker, Git",Associate,6,retail,2024-05-22,2024-07-09,2037,5.4,Predictive Systems
AI04135,ai research scientist,42952,USD,EN,CT,China,S,China,50,"Python, Kubernetes, Git, Java, TensorFlow",Master,0,manufacturing,2024-12-23,2025-03-06,2304,6.3,Advanced Robotics
AI04136,computer vision engineer,345422,USD,EX,FL,Norway,L,Norway,50,"Java, SQL, Data Visualization, Kubernetes",Associate,17,real estate,2024-03-13,2024-04-13,817,7.2,Smart Analytics
AI04137,nlp engineer,104868,GBP,SE,PT,United Kingdom,S,Germany,100,"R, MLOps, TensorFlow",Associate,8,real estate,2025-01-15,2025-03-23,2364,8.1,Cognitive Computing
AI04138,machine learning engineer,63724,USD,EN,CT,Norway,S,Norway,100,"R, PyTorch, NLP, AWS",PhD,1,healthcare,2024-07-26,2024-08-19,1155,6.2,Datavision Ltd
AI04139,ai software engineer,135108,USD,SE,FT,Sweden,L,Sweden,100,"NLP, R, Git",Bachelor,8,real estate,2024-02-20,2024-05-02,1671,6.9,Algorithmic Solutions
AI04140,nlp engineer,92579,USD,SE,CT,Ireland,M,Ireland,100,"Computer Vision, Statistics, Tableau, Scala",Bachelor,5,healthcare,2024-01-30,2024-03-02,1512,9.6,Machine Intelligence Group
AI04141,nlp engineer,249265,EUR,EX,FL,Germany,L,Germany,50,"Python, TensorFlow, Computer Vision, PyTorch",Master,10,healthcare,2024-04-27,2024-07-03,2486,8.1,Autonomous Tech
AI04142,nlp engineer,55954,USD,EN,FL,Sweden,S,Germany,0,"R, Computer Vision, Spark, Python",Master,1,gaming,2024-12-14,2025-02-05,1809,8.0,Neural Networks Co
AI04143,data scientist,90107,USD,SE,FT,Israel,M,Israel,0,"Deep Learning, Computer Vision, Spark, Azure",Associate,6,automotive,2024-05-31,2024-07-24,2440,6.9,Cloud Ai Solutions
AI04144,data scientist,147169,USD,EX,FL,Finland,L,Finland,50,"Azure, Git, Scala, Mathematics",PhD,11,gaming,2024-06-19,2024-08-07,2468,5.5,Digital Transformation Llc
AI04145,ai consultant,105128,GBP,MI,FT,United Kingdom,M,United Kingdom,0,"TensorFlow, R, Mathematics, Scala, Computer Vision",Associate,3,real estate,2025-04-27,2025-07-04,1825,6.9,Advanced Robotics
AI04146,machine learning engineer,119384,USD,SE,FT,Australia,M,Switzerland,100,"Kubernetes, Azure, Git",PhD,6,education,2025-01-09,2025-03-19,607,7.9,Cloud Ai Solutions
AI04147,robotics engineer,124928,USD,SE,FT,United States,M,United States,50,"Kubernetes, Python, Tableau, MLOps",Bachelor,9,media,2025-03-04,2025-05-14,2068,6.5,Ai Innovations
AI04148,robotics engineer,122639,USD,SE,FT,Finland,L,Finland,100,"R, Git, Linux, Scala",Bachelor,5,healthcare,2024-01-30,2024-04-11,2447,9.1,Smart Analytics
AI04149,autonomous systems engineer,112546,USD,EN,PT,Denmark,L,United States,0,"R, SQL, AWS, Spark",Bachelor,0,manufacturing,2025-04-24,2025-05-21,979,7.7,Neural Networks Co
AI04150,research scientist,63101,USD,EN,FT,Ireland,L,Ireland,100,"Python, AWS, NLP, Computer Vision",Bachelor,0,energy,2024-10-28,2024-11-30,1873,6.4,Autonomous Tech
AI04151,robotics engineer,126441,USD,EN,CT,Switzerland,L,Switzerland,0,"PyTorch, Java, Statistics, AWS",Bachelor,1,automotive,2024-05-24,2024-06-21,1476,7.3,Cognitive Computing
AI04152,ai consultant,83526,EUR,MI,FT,Netherlands,S,Netherlands,0,"Python, Spark, Tableau, Mathematics",Bachelor,4,education,2024-10-04,2024-12-07,1811,6.5,Quantum Computing Inc
AI04153,data engineer,102931,USD,MI,CT,Switzerland,S,Switzerland,0,"MLOps, PyTorch, TensorFlow, Deep Learning",Bachelor,3,gaming,2024-11-02,2024-11-23,1447,5.7,Cognitive Computing
AI04154,ai architect,95767,USD,SE,FT,India,S,India,50,"PyTorch, Python, Computer Vision, GCP",Associate,8,manufacturing,2024-07-15,2024-09-01,1283,5.5,Ai Innovations
AI04155,deep learning engineer,194944,USD,EX,CT,Canada,S,China,0,"Tableau, Azure, Linux, AWS, Kubernetes",Bachelor,17,finance,2024-01-16,2024-01-31,711,7.8,Digital Transformation Llc
AI04156,principal data scientist,191240,USD,EX,FT,Israel,L,Israel,0,"Statistics, NLP, Scala, Data Visualization",Associate,13,telecommunications,2024-08-09,2024-09-07,2498,9.0,Algorithmic Solutions
AI04157,computer vision engineer,144871,USD,SE,FT,Norway,S,Norway,100,"Mathematics, Git, NLP",Bachelor,7,telecommunications,2024-08-17,2024-08-31,1434,6.9,Cloud Ai Solutions
AI04158,machine learning engineer,66165,USD,MI,FT,South Korea,M,South Korea,50,"Python, TensorFlow, GCP, Java",PhD,3,finance,2024-11-16,2025-01-03,2264,6.5,Datavision Ltd
AI04159,machine learning researcher,117352,USD,SE,CT,Austria,L,Austria,50,"Tableau, Computer Vision, Azure, Deep Learning, SQL",Associate,9,energy,2025-04-17,2025-05-13,2411,6.5,Deeptech Ventures
AI04160,principal data scientist,105090,USD,SE,FT,Canada,S,Canada,100,"Git, Python, NLP",Associate,6,telecommunications,2024-10-23,2024-11-13,885,8.5,Cloud Ai Solutions
AI04161,ai research scientist,49858,USD,EN,PT,Australia,S,Australia,0,"NLP, SQL, Scala, Computer Vision",Master,0,finance,2025-01-08,2025-02-07,1312,7.2,Quantum Computing Inc
AI04162,robotics engineer,57372,USD,EN,PT,Canada,M,Canada,100,"Hadoop, Tableau, Python, Data Visualization, Azure",Bachelor,0,manufacturing,2024-07-21,2024-08-31,1841,10.0,Algorithmic Solutions
AI04163,nlp engineer,44452,USD,EN,FT,Austria,M,Austria,100,"PyTorch, AWS, Tableau, Hadoop, Statistics",Bachelor,1,transportation,2024-09-07,2024-10-18,2211,6.2,Neural Networks Co
AI04164,head of ai,285921,EUR,EX,FL,Netherlands,L,Netherlands,0,"TensorFlow, PyTorch, Scala, Tableau, SQL",Master,18,education,2025-04-17,2025-05-21,1917,8.2,Autonomous Tech
AI04165,ai software engineer,59636,USD,EN,CT,India,L,India,100,"SQL, Deep Learning, Docker",Associate,1,technology,2024-01-17,2024-02-18,895,5.1,Cloud Ai Solutions
AI04166,ai consultant,106981,USD,MI,FL,Australia,L,Switzerland,100,"Tableau, Python, NLP",Associate,4,media,2024-11-10,2025-01-14,2387,9.5,Autonomous Tech
AI04167,deep learning engineer,40552,USD,EN,PT,India,M,India,100,"Python, Docker, GCP",Associate,1,healthcare,2024-06-12,2024-07-12,2275,8.1,Cloud Ai Solutions
AI04168,ml ops engineer,88679,USD,SE,FL,Finland,M,Finland,50,"PyTorch, Linux, Kubernetes, Spark, Data Visualization",PhD,9,government,2024-12-21,2025-01-22,989,5.1,Deeptech Ventures
AI04169,deep learning engineer,157725,USD,EX,PT,Ireland,L,Ireland,100,"GCP, AWS, Computer Vision",Bachelor,10,transportation,2024-04-07,2024-06-16,1501,6.9,Predictive Systems
AI04170,data engineer,54304,USD,EN,FT,South Korea,L,South Korea,100,"TensorFlow, Computer Vision, Kubernetes, Mathematics",Master,0,gaming,2024-01-17,2024-02-16,791,9.2,Ai Innovations
AI04171,robotics engineer,193009,USD,EX,FT,South Korea,L,South Korea,50,"Azure, Git, Kubernetes, PyTorch",PhD,16,retail,2024-06-20,2024-08-15,2048,6.5,Algorithmic Solutions
AI04172,head of ai,115701,GBP,MI,CT,United Kingdom,L,France,100,"Python, Linux, Scala",Master,2,consulting,2024-03-28,2024-05-28,2226,8.5,Advanced Robotics
AI04173,ai research scientist,66245,USD,MI,CT,India,M,India,0,"TensorFlow, Data Visualization, Python, NLP, GCP",Master,2,government,2025-04-27,2025-06-23,2335,7.9,Datavision Ltd
AI04174,nlp engineer,39110,USD,EN,CT,Austria,S,Austria,0,"Deep Learning, Computer Vision, Java, Python",Associate,1,automotive,2024-11-10,2025-01-07,2473,5.5,Smart Analytics
AI04175,ai consultant,163354,USD,SE,FL,Switzerland,S,Switzerland,100,"Python, GCP, MLOps, Docker, Scala",Associate,8,gaming,2024-10-29,2024-12-17,784,8.8,Predictive Systems
AI04176,ai software engineer,226310,USD,EX,FL,Singapore,S,Singapore,100,"Python, Kubernetes, TensorFlow, Java",Associate,15,media,2024-06-29,2024-08-12,1237,5.4,Cloud Ai Solutions
AI04177,ai consultant,129092,USD,EX,PT,Japan,L,Australia,50,"MLOps, Hadoop, Linux, Deep Learning, Computer Vision",Associate,11,transportation,2025-01-27,2025-03-08,1775,7.6,Datavision Ltd
AI04178,robotics engineer,68271,USD,MI,FL,Ireland,M,Ireland,50,"Python, Kubernetes, TensorFlow, Computer Vision, GCP",Master,3,healthcare,2024-04-21,2024-05-12,907,8.8,Techcorp Inc
AI04179,data engineer,110554,USD,MI,CT,United States,S,United States,100,"Azure, Linux, Kubernetes",Associate,3,consulting,2024-04-01,2024-05-15,988,5.1,Quantum Computing Inc
AI04180,deep learning engineer,171544,USD,SE,FT,Sweden,L,Sweden,100,"Scala, R, GCP, SQL, NLP",Associate,9,gaming,2024-03-01,2024-03-24,2298,5.5,Datavision Ltd
AI04181,computer vision engineer,94923,USD,MI,FL,Singapore,M,Singapore,0,"Scala, Python, MLOps, GCP, Docker",Master,3,finance,2024-06-13,2024-08-14,1492,9.0,Future Systems
AI04182,data scientist,132639,USD,MI,PT,Switzerland,S,Switzerland,0,"Scala, Linux, Computer Vision, Java, NLP",Bachelor,4,technology,2024-06-04,2024-06-28,2071,8.7,Smart Analytics
AI04183,ai research scientist,216571,USD,EX,PT,Sweden,S,Sweden,50,"Linux, Computer Vision, Docker",PhD,17,technology,2024-03-28,2024-05-12,786,10.0,Cloud Ai Solutions
AI04184,ai research scientist,112112,USD,SE,FT,Canada,S,Canada,0,"PyTorch, Computer Vision, Tableau, NLP, Docker",Bachelor,8,government,2024-10-26,2024-12-28,1001,5.9,Neural Networks Co
AI04185,ai product manager,109462,USD,EN,FL,Switzerland,L,China,0,"Scala, SQL, Deep Learning, Computer Vision",PhD,0,finance,2025-03-21,2025-05-11,2363,8.9,Digital Transformation Llc
AI04186,principal data scientist,199146,EUR,EX,PT,Germany,S,Germany,0,"Linux, PyTorch, Hadoop",Associate,13,education,2025-03-06,2025-03-23,523,7.6,Digital Transformation Llc
AI04187,ai research scientist,170928,USD,EX,PT,Singapore,S,Singapore,100,"GCP, Python, NLP",PhD,12,energy,2024-02-28,2024-04-03,2454,7.6,Advanced Robotics
AI04188,ai architect,91073,USD,EN,FT,Switzerland,S,Netherlands,100,"Data Visualization, Docker, SQL",Master,0,consulting,2024-11-07,2024-12-17,884,5.4,Cloud Ai Solutions
AI04189,ai software engineer,135115,EUR,SE,PT,Germany,S,Germany,0,"Git, TensorFlow, Kubernetes, GCP",Associate,5,government,2024-10-08,2024-11-21,1154,7.3,Cloud Ai Solutions
AI04190,robotics engineer,206351,USD,EX,PT,Austria,L,Austria,0,"Python, Kubernetes, Docker, Deep Learning, Spark",Associate,15,telecommunications,2024-03-21,2024-05-17,1343,5.0,Digital Transformation Llc
AI04191,ai software engineer,172757,USD,EX,FT,Finland,L,Finland,100,"Hadoop, Deep Learning, Python",Associate,18,consulting,2024-12-07,2025-01-21,1661,7.9,Advanced Robotics
AI04192,ai software engineer,69383,GBP,EN,PT,United Kingdom,M,United Kingdom,50,"Deep Learning, Data Visualization, PyTorch",Master,0,manufacturing,2025-03-21,2025-05-15,939,9.8,Cloud Ai Solutions
AI04193,computer vision engineer,97410,EUR,MI,CT,Netherlands,S,Netherlands,50,"Git, Java, Computer Vision, Linux",Master,3,telecommunications,2025-01-20,2025-03-31,2077,5.3,Future Systems
AI04194,data analyst,136606,USD,MI,PT,Norway,M,Norway,100,"Linux, TensorFlow, Data Visualization, Python",Master,4,automotive,2024-02-06,2024-04-10,1255,9.8,Autonomous Tech
AI04195,robotics engineer,66411,USD,EN,PT,Switzerland,S,Switzerland,100,"Git, AWS, Scala",Associate,0,gaming,2025-02-20,2025-04-03,2424,7.3,Ai Innovations
AI04196,ai software engineer,161373,USD,MI,PT,Norway,L,Norway,100,"Statistics, R, PyTorch, Spark, Tableau",PhD,3,finance,2025-02-13,2025-03-21,1188,6.8,Predictive Systems
AI04197,data analyst,78025,USD,EN,FT,Switzerland,M,Netherlands,100,"TensorFlow, MLOps, Git, SQL",PhD,1,automotive,2024-08-25,2024-09-29,1948,7.3,Algorithmic Solutions
AI04198,ml ops engineer,95782,EUR,MI,PT,Netherlands,M,Netherlands,50,"Java, Deep Learning, Linux, Git",Bachelor,3,media,2025-04-13,2025-06-18,1239,8.9,Ai Innovations
AI04199,computer vision engineer,85898,USD,MI,FL,Finland,L,Denmark,50,"Scala, Hadoop, Python, TensorFlow, AWS",Associate,4,media,2024-04-14,2024-06-26,1066,6.9,Advanced Robotics
AI04200,principal data scientist,112471,USD,EX,CT,Israel,S,Israel,100,"Azure, R, Docker",Bachelor,11,energy,2025-01-07,2025-02-01,1724,8.4,Advanced Robotics
